
13-02-2018 22:38:07:675 - D: 	Executing bot with following commands /home/adylanrff/Documents/Programming/Kuliah/Semester 4/Strategi Algoritma/Battleship/Bot/SampleBot.exe A "/home/adylanrff/Documents/Programming/Kuliah/Semester 4/Strategi Algoritma/Battleship/GameEngine/Battleships/Battleships/bin/Release/Replays/2018-02-13 22-38-07-080/Phase 2 - Round 12/A"
13-02-2018 22:38:07:675 - I: 	Executing process /home/adylanrff/Documents/Programming/Kuliah/Semester 4/Strategi Algoritma/Battleship/Bot/SampleBot.exe A "/home/adylanrff/Documents/Programming/Kuliah/Semester 4/Strategi Algoritma/Battleship/GameEngine/Battleships/Battleships/bin/Release/Replays/2018-02-13 22-38-07-080/Phase 2 - Round 12/A"
13-02-2018 22:38:07:677 - I: 	Bot has 4000ms to run before it will be forcefully killed
13-02-2018 22:38:07:679 - I: 	Output from bot: cek
13-02-2018 22:38:07:680 - I: 	Output from bot: Cek
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 0
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 0
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 0
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 4
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 0
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 6
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 0
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 8
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 0
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 12
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 1
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 1
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 1
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 3
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 1
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 5
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 1
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 7
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 1
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 9
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 1
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 13
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 2
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 0
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 2
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 2
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 2
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 4
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 2
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 6
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 2
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 8
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 2
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 10
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 2
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 12
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 3
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 1
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 3
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 3
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 3
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 5
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 3
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 7
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 3
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 9
13-02-2018 22:38:07:680 - I: 	Output from bot: x: 3
13-02-2018 22:38:07:680 - I: 	Output from bot: y: 11
